OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
THOR AGENA B DEB,1962-049D,2022-12-15T02:25:01.578144,13.68297679,.0031954,80.4292,21.2366,31.4483,0.6881,0,U,511,999,497,.69395E-4,.68E-6,0
DELTA 1 R/B,1962-068B,2022-12-14T06:45:12.226464,7.79251549,.2840717,47.5001,200.6366,162.3011,210.1567,0,U,515,999,70799,0,-.25E-6,0
THOR ABLESTAR DEB,1961-015FT,2022-12-14T16:14:06.947520,13.91589222,.0075037,65.9938,143.5875,113.5378,247.3601,0,U,516,999,11013,.31165E-3,.322E-5,0
THOR ABLESTAR DEB,1961-015FU,2022-12-15T03:36:24.402816,13.98477360,.0078915,66.8798,245.4135,10.0661,350.1980,0,U,530,999,12910,.15406E-3,.149E-5,0
THOR ABLESTAR DEB,1961-015FW,2022-12-15T06:18:50.010912,13.63252100,.0174923,67.2241,175.2579,168.2698,7.1434,0,U,537,999,84109,.59046E-3,.447E-5,0
THOR ABLESTAR DEB,1961-015FX,2022-12-14T13:53:12.071616,14.47557137,.0011556,67.8116,57.3670,199.5433,160.5242,0,U,538,999,17718,.73881E-3,.2646E-4,0
THOR ABLESTAR DEB,1961-015GA,2022-12-13T09:11:56.141088,13.85111470,.0077464,67.2183,213.8826,188.4370,171.5413,0,U,541,999,9472,.22934E-3,.194E-5,0
THOR ABLESTAR DEB,1961-015GC,2022-12-14T22:19:48.810720,13.68414055,.0065635,67.0331,47.8038,34.2247,140.9310,0,U,543,999,6201,.17084E-3,.78E-6,0
THOR ABLESTAR DEB,1961-015GD,2022-12-14T06:06:28.494144,13.55034510,.0183372,66.8744,278.8799,42.5496,74.2578,0,U,544,999,2798,.39681E-3,.236E-5,0
THOR ABLESTAR DEB,1961-015GE,2022-12-15T10:36:35.549568,13.69368785,.0164992,67.2336,0.6290,294.0412,64.3468,0,U,545,999,5554,.50337E-3,.412E-5,0
THOR ABLESTAR DEB,1961-015GH,2022-12-14T12:57:29.145888,14.65811449,.0112265,66.6742,288.6829,14.3174,346.1078,0,U,548,999,23631,.46579E-3,.268E-4,0
THOR ABLESTAR DEB,1961-015GJ,2022-12-13T11:01:26.462784,13.35901528,.0210873,66.6943,240.5838,38.1751,137.1601,0,U,549,999,99166,.36775E-3,.147E-5,0
THOR ABLESTAR DEB,1961-015GM,2022-12-14T17:02:03.236352,13.93233153,.010762,67.7377,207.1412,56.6317,304.5014,0,U,552,999,7791,.12193E-2,.1601E-4,0
SYNCOM 1,1963-004A,2022-12-14T20:26:38.319360,1.16484422,.0743328,29.3555,298.5368,160.1516,202.9309,0,U,553,999,21987,0,-.127E-5,0
THOR ABLESTAR DEB,1961-015GQ,2022-12-14T14:49:34.260096,12.85922012,.0483375,65.6999,11.1899,251.5535,195.4017,0,U,558,999,88495,.84753E-3,.283E-5,0
THOR ABLESTAR DEB,1961-015GR,2022-12-14T17:14:51.780768,14.47169153,.0065214,66.6074,216.6200,16.6748,343.6481,0,U,559,999,16295,.83153E-3,.3029E-4,0
THOR ABLESTAR DEB,1961-015GS,2022-12-14T06:28:58.920960,13.52022035,.0318052,67.1600,281.8884,156.3623,205.2429,0,U,560,999,98084,.93535E-3,.778E-5,0
THOR ABLESTAR DEB,1961-015GT,2022-12-14T16:54:50.323104,12.40514553,.0636767,67.7550,135.3274,90.0306,17.3046,0,U,561,999,78224,.69375E-3,.145E-5,0
TELSTAR 2 (A-41),1963-013A,2022-12-13T00:23:57.706368,6.39269878,.4015308,42.7420,257.5655,29.8839,354.8136,0,U,573,999,50414,.89746E-3,.32E-6,0
MIDAS 6 (FTV 1169),1963-014A,2022-12-14T09:03:16.005312,8.65272475,.0034024,87.3274,318.1153,321.4832,38.3596,0,U,574,999,10699,.7001E-2,.18E-6,0
DELTA 1 R/B,1963-013B,2022-12-14T21:27:06.181920,6.40261968,.4014951,42.7349,200.3009,92.4221,13.3687,0,U,575,999,39419,.12316E-3,-.16E-6,0
DASH 1,1963-014D,2022-12-15T07:12:22.718016,8.65652340,.0179762,87.3164,313.1364,237.3262,121.0139,0,U,589,999,88335,.14735E-1,.35E-6,0
WESTFORD NEEDLES,1963-014E,2022-12-13T06:44:32.399520,8.67231691,.0058815,87.3294,312.3633,263.6567,95.7588,0,U,602,999,88670,-.2876E-3,.2E-7,0
ERS 6,1963-014C,2022-12-14T07:27:42.810624,8.65297288,.0097917,87.3223,315.8178,249.0750,109.9602,0,U,608,999,88270,.17143E-1,.39E-6,0
HITCH HIKER 1,1963-025B,2022-12-14T19:13:03.959328,14.88989437,.0437318,81.9728,292.5098,208.0650,149.6368,0,U,614,999,73101,.42175E-3,.27485E-3,-.58023E-6
MIDAS 7/ERS 10,1963-030A,2022-12-13T06:08:54.185280,8.57932016,.0035479,88.3787,283.0446,260.6520,99.0318,0,U,622,999,34983,-.15256E-2,-.1E-7,0
WESTFORD NEEDLES,1963-014F,2022-12-14T08:59:25.095264,8.63366613,.0042188,87.3265,325.3061,290.7505,68.8831,0,U,628,999,87841,0,.3E-7,0
WESTFORD NEEDLES,1963-014G,2022-12-14T18:44:02.252832,8.65585172,.0139978,87.3197,313.9172,246.3297,112.2812,0,U,629,999,88340,.95847E-2,.23E-6,0
ATLAS AGENA B DEB,1963-030C,2022-12-13T06:28:52.593888,8.59851560,.0026425,88.3827,274.5640,139.7107,220.5708,0,U,630,999,86464,.2788E-3,.3E-7,0
ATLAS AGENA B DEB,1963-030E,2022-12-15T05:27:05.029056,8.55892225,.0196583,88.3753,288.9015,273.7710,84.0682,0,U,631,999,85641,0,.2E-7,0
SYNCOM 2 (A 26),1963-031A,2022-12-14T18:56:55.379904,1.00293626,.0008067,32.6286,318.2989,180.1161,310.0594,0,U,634,999,21752,0,-.137E-5,0
ERS 9,1963-030B,2022-12-13T21:13:36.967296,8.57935884,.0055555,88.3829,286.8687,236.6638,122.8885,0,U,635,999,86055,.13407E-1,.29E-6,0
THOR ABLESTAR DEB,1961-015GU,2022-12-14T14:18:54.149184,13.31508061,.0334669,66.3706,71.2191,31.7835,330.2937,0,U,643,999,93915,.15575E-2,.949E-5,0
THOR ABLESTAR DEB,1961-015GV,2022-12-14T11:16:59.714112,13.58535362,.0152684,67.0991,348.8414,310.4821,208.4851,0,U,644,999,2403,.18754E-2,.1407E-4,0
THOR ABLESTAR DEB,1961-015GW,2022-12-14T15:37:55.180704,13.03844558,.0409928,66.5907,67.8494,136.2759,301.0832,0,U,645,999,91326,-.96602E-4,-.107E-5,0
THOR ABLESTAR DEB,1961-015GZ,2022-12-14T17:47:39.285024,13.57523483,.0195519,65.8763,224.1918,128.9865,293.7272,0,U,648,999,2503,.38764E-3,.239E-5,0
THOR ABLESTAR DEB,1961-015HA,2022-12-15T01:42:55.089216,12.64682318,.0565817,66.2669,226.3241,294.6400,217.7250,0,U,649,999,83121,-.60171E-4,-.79E-6,0
THOR ABLESTAR DEB,1961-015HD,2022-12-14T18:46:52.313088,14.10604601,.0082958,66.6946,132.9253,184.1505,175.8905,0,U,652,999,11274,.12549E-2,.2233E-4,0
THOR ABLESTAR DEB,1961-015HE,2022-12-14T17:53:22.230816,13.67080300,.0161498,67.4523,222.1687,276.1108,144.0632,0,U,653,999,4303,.6515E-3,.529E-5,0
THOR ABLESTAR DEB,1961-015HG,2022-12-14T21:30:48.246336,13.08115014,.0363168,67.2572,30.0980,116.9444,54.5040,0,U,655,999,91984,.173E-3,.23E-6,0
THOR ABLESTAR DEB,1961-015HH,2022-12-15T02:14:37.504896,12.68936649,.067129,66.2905,292.4555,25.8418,337.4562,0,U,656,999,80530,.29144E-2,.1351E-4,0
THOR ABLESTAR DEB,1961-015HJ,2022-12-14T07:00:48.258144,13.11191178,.0336892,66.2142,276.5499,316.7602,119.2074,0,U,657,999,93664,.64802E-3,.238E-5,0
THOR ABLESTAR DEB,1961-015HK,2022-12-13T03:49:23.742048,13.38566549,.035703,65.8647,240.3778,97.4252,266.7502,0,U,658,999,88783,.36573E-2,.2748E-4,0
THOR ABLESTAR DEB,1961-015HL,2022-12-14T14:13:26.908320,12.65757428,.0586657,67.1632,71.5579,3.7193,111.9775,0,U,659,999,82888,.76677E-3,.23E-5,0
THOR ABLESTAR DEB,1961-015HM,2022-12-13T03:53:33.731808,14.63563722,.003582,66.5220,253.2198,49.8133,97.7345,0,U,660,999,19571,.95167E-3,.4894E-4,0
THOR ABLESTAR R/B,1963-038A,2022-12-15T10:45:10.126368,13.46011068,.0026046,90.0192,334.4703,185.5058,285.4958,0,U,669,999,90800,.65932E-4,.49E-6,0
TRANSIT 5B-1,1963-038B,2022-12-15T10:49:15.181824,13.44405192,.0043356,90.0093,334.4796,97.4521,263.1556,0,U,670,999,90282,.14248E-3,.93E-6,0
RADIATION SAT (5E-1),1963-038C,2022-12-14T16:26:39.793056,13.44926733,.0041958,90.0102,334.4722,60.4515,300.0806,0,U,671,999,90290,.12336E-3,.82E-6,0
THOR ABLESTAR DEB,1963-038D,2022-12-14T17:36:17.880192,13.66177111,.0028569,90.0238,335.2604,289.2204,246.7822,0,U,672,999,92693,.61421E-3,.517E-5,0
VELA 2,1963-039A,2022-11-26T08:21:44.835840,0.22200691,.2419865,42.8442,130.6540,101.0834,0.4406,0,U,674,999,649,0,.366E-5,0
ATLAS CENTAUR 2,1963-047A,2022-12-14T11:47:00.882816,14.04134336,.0579583,30.3568,276.5200,174.0018,186.7894,0,U,694,999,96462,.1463E-3,.1235E-4,0
ATLAS CENTAUR 2 DEB,1963-047D,2022-12-13T07:26:18.004704,13.69938252,.054651,29.9247,214.8488,251.1373,102.9195,0,U,698,999,90284,.13459E-3,.438E-5,0
ATLAS CENTAUR 2 DEB,1963-047F,2022-12-15T03:03:55.004544,13.38808510,.0722881,30.4807,256.2435,180.9301,178.9936,0,U,700,999,87894,.5742E-4,.223E-5,0
ATLAS CENTAUR 2 DEB,1963-047G,2022-12-14T13:27:57.857184,13.77793486,.0526304,30.0157,72.3076,272.4858,81.5601,0,U,701,999,93310,.65156E-3,.1966E-4,0
WESTFORD NEEDLES,1963-014H,2022-12-13T22:05:44.961792,8.65737556,.0239563,87.3150,312.4360,262.7404,94.6163,0,U,702,999,88341,.18713E-1,.43E-6,0
THOR ABLESTAR R/B,1963-049A,2022-12-15T06:19:46.303104,13.49866155,.0016201,89.9119,81.1784,14.6379,11.0678,0,U,703,999,90703,.73477E-4,.56E-6,0
TRANSIT 5B-2,1963-049B,2022-12-15T11:59:40.441632,13.46908200,.0035099,89.9100,81.6373,20.8521,350.4908,0,U,704,999,89959,.10956E-3,.76E-6,0
TRANSIT 5E-3,1963-049C,2022-12-15T07:57:19.205856,13.47409390,.0032955,89.9103,81.5827,340.1760,65.7589,0,U,705,999,90029,.12014E-3,.83E-6,0
THOR ABLESTAR DEB,1963-049D,2022-12-14T17:09:18.444384,13.55619959,.002806,89.9114,84.7103,197.9986,280.0246,0,U,706,999,90976,.40383E-3,.291E-5,0
THOR ABLESTAR DEB,1963-049E,2022-12-14T12:57:10.351296,13.72453072,.0031107,89.9158,89.6935,50.9910,321.2676,0,U,715,999,92752,.8433E-3,.784E-5,0
TIROS 8,1963-054A,2022-12-14T15:26:50.222112,14.69960426,.002886,58.4956,88.9391,58.2225,302.1618,0,U,716,999,12722,.10674E-3,.46E-5,0
DELTA 1 DEB,1963-054C,2022-12-14T12:40:21.791136,14.47509113,.0105366,58.4742,19.8698,253.1982,105.7466,0,U,720,999,9585,.20198E-3,.631E-5,0
SCOUT X-4 R/B,1963-053B,2022-12-14T14:12:14.478336,12.53905710,.1088538,78.6061,292.8054,99.0648,273.5002,0,U,721,999,68947,.14728E-3,.257E-5,0
SCOUT X-4 DEB,1963-053E,2022-12-14T19:58:33.253248,14.25571550,.0350902,78.5988,24.8387,357.4878,2.4512,0,U,724,999,83334,.22112E-2,.10043E-3,0
THOR AGENA D R/B,1964-001A,2022-12-14T17:29:36.974688,13.95457366,.0016474,69.9045,158.4508,255.3540,104.5739,0,U,727,999,99848,.51144E-4,.16E-6,0
GGSE 1 (GGRS),1964-001B,2022-12-15T10:53:57.543072,13.97275435,.0014618,69.9084,78.5536,207.4186,152.6150,0,U,728,999,134,.10135E-3,.88E-6,0
SECOR 1B,1964-001C,2022-12-14T17:30:05.495328,13.94962905,.0016964,69.8991,159.0568,277.2834,82.6342,0,U,729,999,99818,.36382E-4,-.5E-7,0
SOLRAD 7A,1964-001D,2022-12-14T17:23:31.587360,13.95703982,.0016413,69.9047,146.0480,243.3420,245.2738,0,U,730,999,88195,.56786E-4,.24E-6,0
GREB,1964-001E,2022-12-14T20:16:50.801952,13.95932601,.0016345,69.9047,137.1096,239.7149,120.2339,0,U,731,999,99935,.78503E-4,.54E-6,0
SCOUT X-4 DEB,1963-053H,2022-12-14T18:42:42.794208,13.77315920,.0512597,78.5773,5.9396,27.9557,334.8133,0,U,732,999,79703,.22941E-2,.6099E-4,0
THOR AGENA D R/B,1964-002A,2022-12-15T10:32:44.962656,14.32622340,.0034669,99.0044,285.3770,95.5086,265.0052,0,U,733,999,6966,.11643E-3,.271E-5,0
OPS 3367 A,1964-002B,2022-12-14T15:17:43.862208,14.28992285,.0013751,99.0597,216.7201,302.9465,57.0392,0,U,734,999,6583,.53461E-4,.87E-6,0
OPS 3367 B,1964-002C,2022-12-14T21:02:29.630112,14.27938206,.0017474,99.0851,211.3130,53.3252,306.9531,0,U,735,999,6395,.47879E-4,.71E-6,0
RELAY 2,1964-003A,2022-12-15T01:14:36.936096,7.39537652,.2593744,46.4660,346.5889,26.0845,345.0094,0,U,737,999,59165,0,-.21E-6,0
DELTA 1 R/B,1964-003B,2022-12-13T07:45:50.794848,7.39344436,.2598276,46.4675,356.7417,16.7251,350.4912,0,U,738,999,59066,0,-.2E-6,0
ATLAS CENTAUR 2 DEB,1963-047H,2022-12-14T10:46:09.321600,13.82812250,.0645503,30.4221,95.8196,63.6676,302.8749,0,U,739,999,96388,.42728E-4,.322E-5,0
THOR AGENA B R/B,1964-004B,2022-12-15T10:10:40.230336,13.23690077,.017231,81.4892,128.4901,159.1703,254.8932,0,U,741,999,84421,.16823E-3,.89E-6,0
THOR AGENA B DEB,1964-004C,2022-12-14T14:44:44.661120,13.26032399,.0172278,81.4677,28.3204,44.7694,316.7186,0,U,742,999,84762,.16451E-3,.9E-6,0
THOR AGENA B DEB,1964-004D,2022-12-14T16:19:02.281728,13.26557849,.017376,81.5206,133.2047,286.0118,82.7880,0,U,743,999,84833,.30091E-3,.154E-5,0
THOR ABLESTAR DEB,1963-038E,2022-12-14T11:20:16.453824,13.54725734,.0019441,90.0277,335.2639,68.0991,86.4315,0,U,745,999,91809,.3893E-3,.277E-5,0
ELEKTRON 1,1964-006A,2022-12-14T12:46:40.285344,9.04783732,.3024008,60.8568,116.3364,259.9605,65.1507,0,U,746,999,95097,.35692E-3,.1243E-4,0
ELEKTRON 1 DEB,1964-006C,2022-12-14T18:56:03.858720,11.91248375,.1646148,60.7670,99.1255,194.1184,160.7842,0,U,750,999,69034,.35083E-2,.28517E-3,0
THOR ABLESTAR DEB,1963-049F,2022-12-14T12:12:18.223200,13.54013491,.0026383,89.9115,84.3561,329.7400,44.0885,0,U,753,999,90718,.30802E-3,.219E-5,0
OPS 4412 (TRANSIT 9),1964-026A,2022-12-15T07:49:49.442880,14.15026355,.004839,90.5073,119.7577,193.7329,166.2546,0,U,801,999,543,.28611E-3,.569E-5,0
SCOUT X-4 DEB,1964-026B,2022-12-15T06:52:27.849216,14.28521321,.0034944,89.8914,347.3985,111.2225,249.2708,0,U,805,999,692,.55096E-3,.1401E-4,0
SCOUT X-4 R/B,1964-026D,2022-12-15T01:16:30.920160,14.09506694,.0040133,90.5097,110.4060,193.7610,166.2484,0,U,809,999,99815,.2047E-3,.369E-5,0
OPS 4467 A,1964-031A,2022-12-14T21:40:44.692320,14.23985951,.0006344,99.8327,336.3898,76.6995,283.4887,0,U,812,999,3450,.63578E-4,.92E-6,0
OPS 4467 B,1964-031B,2022-12-14T17:45:05.050656,14.23162568,.0005642,99.8414,334.2202,151.4070,208.7415,0,U,813,999,3276,.54708E-4,.7E-6,0
THOR AGENA D R/B,1964-031C,2022-12-15T02:37:14.371104,14.27509958,.0011149,99.8249,118.4666,306.1200,53.8944,0,U,815,999,3872,.97064E-4,.184E-5,0
ELEKTRON 3,1964-038A,2022-12-14T16:57:00.260928,9.15202641,.2972818,60.8002,166.7936,7.5404,356.1412,0,U,829,999,89781,.33113E-3,.1196E-4,0
ELEKTRON 3 DEB,1964-038C,2022-12-14T15:16:52.669344,12.15187432,.1546716,60.6867,94.6517,109.0878,268.3590,0,U,831,999,20598,.1297E-2,.1227E-3,0
OPS 3662 (VELA 3),1964-040A,2022-12-16T03:45:19.178208,0.23912515,.6594666,40.9440,148.2217,316.1923,359.2663,0,U,836,999,794,0,.611E-5,0
OPS 3674 (VELA 4),1964-040B,2022-12-17T03:49:11.900928,0.23997683,.3065601,46.4766,146.1787,293.5182,0.0308,0,U,837,999,5125,0,.645E-5,0
SYNCOM 3,1964-047A,2022-12-15T11:27:55.332864,1.00268708,.0002357,3.8252,75.6101,119.9489,225.5472,0,U,858,999,17590,0,-.47E-6,0
DELTA 1 R/B,1964-047B,2022-12-14T13:26:29.002560,2.05095365,.7110855,16.7786,340.4129,60.8596,351.6379,0,U,862,999,23187,0,0,0
EXPLORER 20,1964-051A,2022-12-14T16:35:57.499008,13.91260927,.0098064,79.8984,231.6720,47.8246,313.1185,0,U,870,999,95533,.94658E-4,.132E-5,0
SCOUT X-4 R/B,1964-051B,2022-12-15T10:23:17.890944,13.99573016,.0086234,79.8951,40.6372,316.4679,42.9696,0,U,871,999,96623,.13372E-3,.208E-5,0
COSMOS 44,1964-053A,2022-12-14T16:11:58.266816,14.64003655,.0126812,65.0595,144.4857,39.0663,321.9511,0,U,876,999,10110,.31961E-4,.51E-6,0
SL-3 R/B,1964-053B,2022-12-14T20:11:54.168288,14.59635468,.0056035,65.0765,188.2120,29.4778,330.9460,0,U,877,999,9434,.46926E-4,.108E-5,0
THOR ABLESTAR R/B,1964-063A,2022-12-14T16:26:20.872320,13.56168660,.0025588,90.1925,47.3117,7.4810,103.5132,0,U,893,999,87846,.15164E-4,.2E-6,0
OPS 5798 (TRANSIT 5B-4),1964-063B,2022-12-14T16:37:43.953312,13.53505059,.0017853,90.1961,47.2996,302.9443,169.6671,0,U,897,999,87201,.66417E-4,.53E-6,0
EXPLORER 22,1964-064A,2022-12-15T06:25:14.431296,13.82300402,.0120273,79.6915,86.7977,254.4104,104.3745,0,U,899,999,92849,.20783E-3,.242E-5,0
CALSPHERE 1,1964-063C,2022-12-15T03:27:24.609312,13.74004421,.0027296,90.1826,44.2890,194.1374,199.0272,0,U,900,999,89547,.63637E-3,.608E-5,0
OPS 5798 DEB,1964-063D,2022-12-15T11:10:50.784384,13.54762128,.0017728,90.1989,47.8573,247.3269,123.6042,0,U,901,999,87355,.18407E-3,.135E-5,0
CALSPHERE 2,1964-063E,2022-12-14T17:29:25.735776,13.52729883,.0017896,90.1974,47.4900,350.7441,131.3081,0,U,902,999,68314,.34983E-4,.32E-6,0
OPS 5798 DEB,1964-063F,2022-12-15T09:30:15.664896,13.77491443,.0022793,90.1850,43.1412,37.9443,334.7663,0,U,903,999,89845,.77544E-3,.782E-5,0
SCOUT X-4 R/B,1964-064B,2022-12-14T16:16:02.240544,13.80416875,.0120923,79.6910,124.9429,341.1150,18.5532,0,U,907,999,92592,.11769E-3,.136E-5,0
EXPLORER 25 (INJUN 4),1964-076B,2022-12-14T18:42:18.546048,12.64495104,.1129484,81.3423,281.7622,286.5119,61.4991,0,U,932,999,65673,.2728E-3,.755E-5,0
SCOUT X-4 R/B,1964-076C,2022-12-14T19:13:22.866240,12.78131860,.1069082,81.3388,77.3679,82.3883,289.7122,0,U,933,999,67272,.17631E-3,.544E-5,0
THOR ABLESTAR R/B,1964-083A,2022-12-15T08:36:19.484640,13.58679247,.0030618,90.0047,190.2866,226.8665,307.0326,0,U,953,999,87528,.37671E-4,.37E-6,0
THOR ABLESTAR DEB,1964-083B,2022-12-14T19:42:16.088256,13.66441084,.002401,89.9484,176.6271,224.8921,148.7152,0,U,956,999,88124,.34035E-3,.292E-5,0
OPS 6582 (TRANSIT 5E-5),1964-083C,2022-12-15T07:07:15.077856,13.61801353,.0043696,89.9907,187.0715,119.6631,53.9369,0,U,959,999,87643,.23231E-3,.19E-5,0
OPS 6582 (TRANSIT 5B-5),1964-083D,2022-12-14T20:44:23.619264,13.56797280,.0042807,90.0286,196.0209,62.8830,308.2247,0,U,965,999,86998,.72274E-4,.61E-6,0
THOR ABLESTAR DEB,1964-083F,2022-12-14T00:21:31.382784,13.66327296,.0022425,89.9594,179.4084,238.8560,235.5258,0,U,967,999,88102,.32335E-3,.277E-5,0
SCOUT X-4 DEB,1964-064C,2022-12-15T07:14:01.944960,14.05534682,.0119435,79.3162,28.3752,174.0435,186.2182,0,U,976,999,96354,.38952E-3,.681E-5,0
SCOUT X-4 DEB,1964-064D,2022-12-15T03:36:27.050976,13.77827533,.0128414,80.0466,54.0589,224.8813,134.1898,0,U,977,999,91368,.31935E-3,.347E-5,0
TIROS 9,1965-004A,2022-12-14T20:26:02.064192,12.10928344,.1157523,96.3944,20.4923,282.9905,64.4625,0,U,978,999,55663,.1583E-3,.103E-5,0
DELTA 1 R/B,1965-004B,2022-12-14T15:58:05.178144,12.14807459,.1142467,96.4335,80.5380,168.9457,193.9190,0,U,979,999,56003,.22867E-3,.174E-5,0
TITAN 3A DEB (TRUSS),1965-008B,2022-12-14T17:32:17.066112,9.88889869,.000998,32.1397,132.8632,56.2682,303.8765,0,U,1000,999,9060,-.15097E-2,-.3E-7,0
TITAN 3A TRANSTAGE R/B,1965-008A,2022-12-14T04:42:21.572928,9.90724320,.001709,32.1468,279.2307,288.3863,71.4777,0,U,1001,999,9443,.47244E-3,.12E-6,0
LES-1,1965-008C,2022-12-15T00:18:05.879520,9.88354105,.0015148,32.1380,197.3813,321.8898,38.0527,0,U,1002,999,8982,-.10595E-2,0,0
THOR ABLESTAR DEB,1964-083G,2022-12-15T11:20:07.937376,13.62129333,.004266,89.8784,158.0604,101.5573,312.3815,0,U,1099,999,80862,.25604E-3,.209E-5,0
SECOR 3,1965-016E,2022-12-15T09:46:50.285280,13.95681781,.0022012,70.0804,29.0691,321.6874,52.1850,0,U,1208,999,94104,.67931E-4,.4E-6,0
GGSE 2,1965-016B,2022-12-15T09:30:18.971424,13.95742504,.0022664,70.0801,31.6811,324.8461,35.1149,0,U,1244,999,93991,.75046E-4,.5E-6,0
THOR AGENA D R/B,1965-016J,2022-12-15T03:58:16.338432,13.97136262,.0024273,70.0782,317.6253,292.6967,67.1573,0,U,1245,999,94195,.70968E-4,.47E-6,0
OPS 4988 (GREB 6),1965-016A,2022-12-14T11:52:56.183808,13.96227372,.0023146,70.0801,7.5781,309.6206,213.9247,0,U,1271,999,94005,.6275E-4,.34E-6,0
PORCUPINE 1,1965-016H,2022-12-14T16:44:15.979488,13.94275979,.0022442,70.0802,89.3792,354.6774,5.4089,0,U,1272,999,93790,.54E-4,.2E-6,0
SOLRAD 7B,1965-016D,2022-12-14T16:30:41.435712,13.94662201,.0021292,70.0801,77.9731,353.8924,6.1919,0,U,1291,999,93818,.66269E-4,.37E-6,0
GGSE 3,1965-016C,2022-12-14T20:11:32.721216,14.00775177,.0021334,70.0758,182.3799,213.9535,146.0209,0,U,1292,999,94520,.10671E-3,.106E-5,0
OSCAR 3 (OSCAR III),1965-016F,2022-12-14T14:18:12.564000,14.06749346,.0014258,70.0746,300.4815,58.6794,301.5711,0,U,1293,999,95193,.18427E-3,.253E-5,0
DELTA 1 DEB,1965-004C,2022-12-14T21:16:22.601280,12.27529525,.11203,96.3377,213.2295,91.5521,281.3917,0,U,1312,999,58711,.12139E-3,.115E-5,0
DELTA 1 DEB,1965-004D,2022-12-12T00:12:14.012064,12.00473863,.117559,96.4013,182.6934,166.1107,197.5482,0,U,1313,999,53245,-.90335E-3,-.614E-5,0
OPS 4682 (SNAPSHOT),1965-027A,2022-12-15T11:09:26.471808,12.91769423,.0031173,90.2558,337.8297,30.2441,124.2123,0,U,1314,999,46620,.85274E-4,.3E-6,0
SECOR 4 (EGRS 4),1965-027B,2022-12-14T18:47:12.367392,12.92622571,.0029709,90.2478,347.0134,305.5669,228.3521,0,U,1315,999,72150,.10805E-3,.36E-6,0
OPS 4682 DEB,1965-027C,2022-12-14T17:28:11.958816,13.19658429,.003234,90.2445,356.9998,97.7655,262.7152,0,U,1316,999,74994,.1899E-2,.77E-5,0
INTELSAT 1-F1,1965-028A,2022-12-14T06:42:05.460768,1.00197671,.00054,4.0251,74.7776,101.2253,294.0439,0,U,1317,999,11433,0,-.232E-5,0
DELTA 1 R/B(2),1965-028B,2022-12-13T05:06:24.833952,2.11825631,.6965137,17.4126,262.9642,211.9528,353.7545,0,U,1318,999,8015,0,-.43E-6,0
EXPLORER 27,1965-032A,2022-12-14T18:45:19.251648,13.38702269,.0255028,41.1841,95.2324,126.7746,235.6705,0,U,1328,999,81715,.15698E-3,.18E-6,0
SL-8 DEB,1965-020E,2022-12-15T04:52:30.355104,13.80749496,.0549893,56.0775,47.6603,108.7374,257.4072,0,U,1335,999,83318,.18251E-3,.433E-5,0
SCOUT X-4 R/B,1965-032B,2022-12-14T16:43:20.882208,13.38096462,.0251193,41.1883,139.4491,54.4097,307.9789,0,U,1358,999,81613,.63491E-4,-.46E-6,0
TITAN 3A TRANSTAGE R/B,1965-034A,2022-12-14T08:07:53.593536,9.17128004,.0498491,32.1231,292.5882,79.7139,285.9136,0,U,1359,999,93106,.39485E-2,.2E-6,0
LES-2,1965-034B,2022-12-14T15:46:49.520640,4.64817271,.3965817,32.1944,39.6733,7.8068,356.9577,0,U,1360,999,97830,0,-.52E-6,0
LCS 1,1965-034C,2022-12-14T16:00:57.166848,9.89302102,.0011219,32.1456,337.4100,157.4404,202.6588,0,U,1361,999,8307,.62346E-3,.13E-6,0
OPS 4682 DEB,1965-027D,2022-12-15T10:28:48.925632,13.12326521,.0030566,89.7905,240.2204,7.4276,169.1481,0,U,1389,999,74306,.27956E-2,.1015E-4,0
SL-8 DEB,1965-020AH,2022-12-15T02:43:45.089184,14.50798090,.0328549,55.8835,326.9345,305.4960,51.5792,0,U,1392,999,90639,.90157E-3,.7007E-4,0
OPS 4682 DEB,1965-027E,2022-12-14T23:17:14.114400,12.99034050,.0010294,90.2546,354.7502,74.0065,286.2189,0,U,1399,999,39665,-.12009E-2,-.349E-5,0
OPS 8480 (TRANSIT 5B-6),1965-048A,2022-12-14T14:31:12.798336,13.51480427,.007347,89.9068,300.4449,180.6611,354.4160,0,U,1420,999,83045,.1918E-3,.137E-5,0
THOR ABLESTAR DEB,1965-048C,2022-12-14T14:52:28.909920,13.48812443,.0072452,89.9045,299.2952,320.0419,214.2391,0,U,1425,999,82779,.68213E-4,.52E-6,0
THOR ABLESTAR R/B,1965-048B,2022-12-14T10:47:11.046624,13.52550264,.0055067,89.9035,299.6357,298.7063,180.1981,0,U,1428,999,83551,.9078E-4,.7E-6,0
TIROS 10,1965-051A,2022-12-14T13:22:06.595392,14.40453676,.0055649,98.3903,102.4352,327.5343,32.2426,0,U,1430,999,1147,.66265E-4,.17E-5,0
